date,store_nbr,transactions,year,month,day,dayofweek,weekofyear,is_weekend,quarter,is_month_start,is_month_end,season
2016-02-10,14,1600,2016,2,10,2,6,0,1,0,0,0
2016-02-10,15,1481,2016,2,10,2,6,0,1,0,0,0
2016-02-10,16,820,2016,2,10,2,6,0,1,0,0,0
2016-02-10,17,1293,2016,2,10,2,6,0,1,0,0,0
2016-02-10,18,1176,2016,2,10,2,6,0,1,0,0,0
2016-02-10,19,1435,2016,2,10,2,6,0,1,0,0,0
2016-02-10,20,1223,2016,2,10,2,6,0,1,0,0,0
2016-02-10,21,896,2016,2,10,2,6,0,1,0,0,0
2016-02-10,22,707,2016,2,10,2,6,0,1,0,0,0
2016-02-10,23,1066,2016,2,10,2,6,0,1,0,0,0
2016-02-10,24,2412,2016,2,10,2,6,0,1,0,0,0
2016-02-10,25,1099,2016,2,10,2,6,0,1,0,0,0
2016-02-10,26,496,2016,2,10,2,6,0,1,0,0,0
2016-02-10,27,1555,2016,2,10,2,6,0,1,0,0,0
2016-02-10,28,1095,2016,2,10,2,6,0,1,0,0,0
2016-02-10,29,976,2016,2,10,2,6,0,1,0,0,0
2016-02-10,30,719,2016,2,10,2,6,0,1,0,0,0
2016-02-10,31,1390,2016,2,10,2,6,0,1,0,0,0
2016-02-10,32,643,2016,2,10,2,6,0,1,0,0,0
2016-02-10,33,1092,2016,2,10,2,6,0,1,0,0,0
2016-02-10,34,2282,2016,2,10,2,6,0,1,0,0,0
2016-02-10,35,803,2016,2,10,2,6,0,1,0,0,0
2016-02-10,36,1151,2016,2,10,2,6,0,1,0,0,0
2016-02-10,37,1680,2016,2,10,2,6,0,1,0,0,0
2016-02-10,38,1589,2016,2,10,2,6,0,1,0,0,0
2016-02-10,39,1467,2016,2,10,2,6,0,1,0,0,0
2016-02-10,40,1576,2016,2,10,2,6,0,1,0,0,0
2016-02-10,41,1056,2016,2,10,2,6,0,1,0,0,0
2016-02-10,42,1145,2016,2,10,2,6,0,1,0,0,0
2016-02-10,43,1296,2016,2,10,2,6,0,1,0,0,0
2016-02-10,44,4020,2016,2,10,2,6,0,1,0,0,0
2016-02-10,45,3490,2016,2,10,2,6,0,1,0,0,0
2016-02-10,46,3217,2016,2,10,2,6,0,1,0,0,0
2016-02-10,47,3888,2016,2,10,2,6,0,1,0,0,0
2016-02-10,48,2528,2016,2,10,2,6,0,1,0,0,0
2016-02-10,49,2755,2016,2,10,2,6,0,1,0,0,0
2016-02-10,50,2599,2016,2,10,2,6,0,1,0,0,0
2016-02-10,51,1703,2016,2,10,2,6,0,1,0,0,0
2016-02-10,53,849,2016,2,10,2,6,0,1,0,0,0
2016-02-10,54,896,2016,2,10,2,6,0,1,0,0,0
2016-02-11,1,1679,2016,2,11,3,6,0,1,0,0,0
2016-02-11,2,1752,2016,2,11,3,6,0,1,0,0,0
2016-02-11,3,2921,2016,2,11,3,6,0,1,0,0,0
2016-02-11,4,1307,2016,2,11,3,6,0,1,0,0,0
2016-02-11,5,1291,2016,2,11,3,6,0,1,0,0,0
2016-02-11,6,1614,2016,2,11,3,6,0,1,0,0,0
2016-02-11,7,1786,2016,2,11,3,6,0,1,0,0,0
2016-02-11,8,2575,2016,2,11,3,6,0,1,0,0,0
2016-02-11,9,1938,2016,2,11,3,6,0,1,0,0,0
2016-02-11,10,848,2016,2,11,3,6,0,1,0,0,0
2016-02-11,11,2252,2016,2,11,3,6,0,1,0,0,0
2016-02-11,12,1200,2016,2,11,3,6,0,1,0,0,0
2016-02-11,13,885,2016,2,11,3,6,0,1,0,0,0
2016-02-11,14,1328,2016,2,11,3,6,0,1,0,0,0
2016-02-11,15,1368,2016,2,11,3,6,0,1,0,0,0
2016-02-11,16,764,2016,2,11,3,6,0,1,0,0,0
2016-02-11,17,1227,2016,2,11,3,6,0,1,0,0,0
2016-02-11,18,1225,2016,2,11,3,6,0,1,0,0,0
2016-02-11,19,1234,2016,2,11,3,6,0,1,0,0,0
2016-02-11,20,1289,2016,2,11,3,6,0,1,0,0,0
2016-02-11,21,928,2016,2,11,3,6,0,1,0,0,0
2016-02-11,22,638,2016,2,11,3,6,0,1,0,0,0
2016-02-11,23,992,2016,2,11,3,6,0,1,0,0,0
2016-02-11,24,2273,2016,2,11,3,6,0,1,0,0,0
2016-02-11,25,979,2016,2,11,3,6,0,1,0,0,0
2016-02-11,26,449,2016,2,11,3,6,0,1,0,0,0
2016-02-11,27,1390,2016,2,11,3,6,0,1,0,0,0
2016-02-11,28,1065,2016,2,11,3,6,0,1,0,0,0
2016-02-11,29,1082,2016,2,11,3,6,0,1,0,0,0
2016-02-11,30,719,2016,2,11,3,6,0,1,0,0,0
2016-02-11,31,1290,2016,2,11,3,6,0,1,0,0,0
2016-02-11,32,649,2016,2,11,3,6,0,1,0,0,0
2016-02-11,33,1039,2016,2,11,3,6,0,1,0,0,0
2016-02-11,34,2149,2016,2,11,3,6,0,1,0,0,0
2016-02-11,35,838,2016,2,11,3,6,0,1,0,0,0
2016-02-11,36,1208,2016,2,11,3,6,0,1,0,0,0
2016-02-11,37,1542,2016,2,11,3,6,0,1,0,0,0
2016-02-11,38,1416,2016,2,11,3,6,0,1,0,0,0
2016-02-11,39,1429,2016,2,11,3,6,0,1,0,0,0
2016-02-11,40,1518,2016,2,11,3,6,0,1,0,0,0
2016-02-11,41,1019,2016,2,11,3,6,0,1,0,0,0
2016-02-11,42,1000,2016,2,11,3,6,0,1,0,0,0
2016-02-11,43,1348,2016,2,11,3,6,0,1,0,0,0
2016-02-11,44,3840,2016,2,11,3,6,0,1,0,0,0
2016-02-11,45,3140,2016,2,11,3,6,0,1,0,0,0
2016-02-11,46,2926,2016,2,11,3,6,0,1,0,0,0
2016-02-11,47,3440,2016,2,11,3,6,0,1,0,0,0
2016-02-11,48,2512,2016,2,11,3,6,0,1,0,0,0
2016-02-11,49,2585,2016,2,11,3,6,0,1,0,0,0
2016-02-11,50,2470,2016,2,11,3,6,0,1,0,0,0
2016-02-11,51,1464,2016,2,11,3,6,0,1,0,0,0
2016-02-11,53,803,2016,2,11,3,6,0,1,0,0,0
2016-02-11,54,821,2016,2,11,3,6,0,1,0,0,0
2016-02-12,1,1934,2016,2,12,4,6,0,1,0,0,0
2016-02-12,2,2020,2016,2,12,4,6,0,1,0,0,0
2016-02-12,3,3214,2016,2,12,4,6,0,1,0,0,0
2016-02-12,4,1452,2016,2,12,4,6,0,1,0,0,0
2016-02-12,5,1421,2016,2,12,4,6,0,1,0,0,0
2016-02-12,6,1756,2016,2,12,4,6,0,1,0,0,0
2016-02-12,7,2114,2016,2,12,4,6,0,1,0,0,0
2016-02-12,8,2988,2016,2,12,4,6,0,1,0,0,0
2016-02-12,9,1836,2016,2,12,4,6,0,1,0,0,0
2016-02-12,10,830,2016,2,12,4,6,0,1,0,0,0
2016-02-12,11,2332,2016,2,12,4,6,0,1,0,0,0
2016-02-12,12,1158,2016,2,12,4,6,0,1,0,0,0
2016-02-12,13,845,2016,2,12,4,6,0,1,0,0,0
2016-02-12,14,1355,2016,2,12,4,6,0,1,0,0,0
2016-02-12,15,1395,2016,2,12,4,6,0,1,0,0,0
2016-02-12,16,783,2016,2,12,4,6,0,1,0,0,0
2016-02-12,17,1162,2016,2,12,4,6,0,1,0,0,0
2016-02-12,18,1123,2016,2,12,4,6,0,1,0,0,0
2016-02-12,19,1193,2016,2,12,4,6,0,1,0,0,0
2016-02-12,20,1324,2016,2,12,4,6,0,1,0,0,0
2016-02-12,21,869,2016,2,12,4,6,0,1,0,0,0
2016-02-12,22,667,2016,2,12,4,6,0,1,0,0,0
2016-02-12,23,1021,2016,2,12,4,6,0,1,0,0,0
2016-02-12,24,2573,2016,2,12,4,6,0,1,0,0,0
2016-02-12,25,1285,2016,2,12,4,6,0,1,0,0,0
2016-02-12,26,582,2016,2,12,4,6,0,1,0,0,0
2016-02-12,27,1502,2016,2,12,4,6,0,1,0,0,0
2016-02-12,28,1007,2016,2,12,4,6,0,1,0,0,0
2016-02-12,29,1013,2016,2,12,4,6,0,1,0,0,0
2016-02-12,30,797,2016,2,12,4,6,0,1,0,0,0
2016-02-12,31,1445,2016,2,12,4,6,0,1,0,0,0
2016-02-12,32,728,2016,2,12,4,6,0,1,0,0,0
2016-02-12,33,962,2016,2,12,4,6,0,1,0,0,0
2016-02-12,34,2433,2016,2,12,4,6,0,1,0,0,0
2016-02-12,35,759,2016,2,12,4,6,0,1,0,0,0
2016-02-12,36,1096,2016,2,12,4,6,0,1,0,0,0
2016-02-12,37,1741,2016,2,12,4,6,0,1,0,0,0
2016-02-12,38,1566,2016,2,12,4,6,0,1,0,0,0
2016-02-12,39,1382,2016,2,12,4,6,0,1,0,0,0
2016-02-12,40,1331,2016,2,12,4,6,0,1,0,0,0
2016-02-12,41,1010,2016,2,12,4,6,0,1,0,0,0
2016-02-12,42,1075,2016,2,12,4,6,0,1,0,0,0
2016-02-12,43,1340,2016,2,12,4,6,0,1,0,0,0
2016-02-12,44,4218,2016,2,12,4,6,0,1,0,0,0
2016-02-12,45,3850,2016,2,12,4,6,0,1,0,0,0
2016-02-12,46,3241,2016,2,12,4,6,0,1,0,0,0
2016-02-12,47,3850,2016,2,12,4,6,0,1,0,0,0
2016-02-12,48,2760,2016,2,12,4,6,0,1,0,0,0
2016-02-12,49,2930,2016,2,12,4,6,0,1,0,0,0
2016-02-12,50,2604,2016,2,12,4,6,0,1,0,0,0
2016-02-12,51,1822,2016,2,12,4,6,0,1,0,0,0
2016-02-12,53,913,2016,2,12,4,6,0,1,0,0,0
2016-02-12,54,844,2016,2,12,4,6,0,1,0,0,0
2016-02-13,1,1561,2016,2,13,5,6,1,1,0,0,0
2016-02-13,2,2241,2016,2,13,5,6,1,1,0,0,0
2016-02-13,3,3758,2016,2,13,5,6,1,1,0,0,0
2016-02-13,4,1737,2016,2,13,5,6,1,1,0,0,0
2016-02-13,5,1581,2016,2,13,5,6,1,1,0,0,0
2016-02-13,6,2235,2016,2,13,5,6,1,1,0,0,0
2016-02-13,7,1949,2016,2,13,5,6,1,1,0,0,0
2016-02-13,8,3202,2016,2,13,5,6,1,1,0,0,0
2016-02-13,9,2316,2016,2,13,5,6,1,1,0,0,0
2016-02-13,10,1001,2016,2,13,5,6,1,1,0,0,0
2016-02-13,11,2701,2016,2,13,5,6,1,1,0,0,0
2016-02-13,12,1329,2016,2,13,5,6,1,1,0,0,0
2016-02-13,13,1180,2016,2,13,5,6,1,1,0,0,0
2016-02-13,14,1611,2016,2,13,5,6,1,1,0,0,0
2016-02-13,15,1326,2016,2,13,5,6,1,1,0,0,0
2016-02-13,16,877,2016,2,13,5,6,1,1,0,0,0
2016-02-13,17,1499,2016,2,13,5,6,1,1,0,0,0
2016-02-13,18,1188,2016,2,13,5,6,1,1,0,0,0
2016-02-13,19,1597,2016,2,13,5,6,1,1,0,0,0
2016-02-13,20,1581,2016,2,13,5,6,1,1,0,0,0
2016-02-13,21,1177,2016,2,13,5,6,1,1,0,0,0
2016-02-13,22,665,2016,2,13,5,6,1,1,0,0,0
2016-02-13,23,1071,2016,2,13,5,6,1,1,0,0,0
2016-02-13,24,2664,2016,2,13,5,6,1,1,0,0,0
2016-02-13,25,1487,2016,2,13,5,6,1,1,0,0,0
2016-02-13,26,703,2016,2,13,5,6,1,1,0,0,0
2016-02-13,27,1846,2016,2,13,5,6,1,1,0,0,0
2016-02-13,28,1440,2016,2,13,5,6,1,1,0,0,0
2016-02-13,29,1292,2016,2,13,5,6,1,1,0,0,0
2016-02-13,30,860,2016,2,13,5,6,1,1,0,0,0
2016-02-13,31,1568,2016,2,13,5,6,1,1,0,0,0
2016-02-13,32,804,2016,2,13,5,6,1,1,0,0,0
2016-02-13,33,1029,2016,2,13,5,6,1,1,0,0,0
2016-02-13,34,2744,2016,2,13,5,6,1,1,0,0,0
2016-02-13,35,817,2016,2,13,5,6,1,1,0,0,0
2016-02-13,36,1322,2016,2,13,5,6,1,1,0,0,0
2016-02-13,37,1679,2016,2,13,5,6,1,1,0,0,0
2016-02-13,38,1977,2016,2,13,5,6,1,1,0,0,0
2016-02-13,39,1774,2016,2,13,5,6,1,1,0,0,0
2016-02-13,40,1497,2016,2,13,5,6,1,1,0,0,0
2016-02-13,41,1305,2016,2,13,5,6,1,1,0,0,0
2016-02-13,42,1321,2016,2,13,5,6,1,1,0,0,0
2016-02-13,43,1357,2016,2,13,5,6,1,1,0,0,0
2016-02-13,44,5153,2016,2,13,5,6,1,1,0,0,0
2016-02-13,45,4302,2016,2,13,5,6,1,1,0,0,0
2016-02-13,46,4310,2016,2,13,5,6,1,1,0,0,0
2016-02-13,47,4781,2016,2,13,5,6,1,1,0,0,0
2016-02-13,48,3692,2016,2,13,5,6,1,1,0,0,0
2016-02-13,49,3477,2016,2,13,5,6,1,1,0,0,0
2016-02-13,50,3137,2016,2,13,5,6,1,1,0,0,0
2016-02-13,51,1987,2016,2,13,5,6,1,1,0,0,0
2016-02-13,53,1146,2016,2,13,5,6,1,1,0,0,0
2016-02-13,54,995,2016,2,13,5,6,1,1,0,0,0
2016-02-14,1,558,2016,2,14,6,6,1,1,0,0,0
2016-02-14,2,2110,2016,2,14,6,6,1,1,0,0,0
2016-02-14,3,3682,2016,2,14,6,6,1,1,0,0,0
2016-02-14,4,1739,2016,2,14,6,6,1,1,0,0,0
2016-02-14,5,1520,2016,2,14,6,6,1,1,0,0,0
2016-02-14,6,2182,2016,2,14,6,6,1,1,0,0,0
2016-02-14,7,1741,2016,2,14,6,6,1,1,0,0,0
2016-02-14,8,2935,2016,2,14,6,6,1,1,0,0,0
2016-02-14,9,2284,2016,2,14,6,6,1,1,0,0,0
2016-02-14,10,1006,2016,2,14,6,6,1,1,0,0,0
2016-02-14,11,2810,2016,2,14,6,6,1,1,0,0,0
2016-02-14,12,1326,2016,2,14,6,6,1,1,0,0,0
2016-02-14,13,889,2016,2,14,6,6,1,1,0,0,0
2016-02-14,14,1166,2016,2,14,6,6,1,1,0,0,0
2016-02-14,15,1126,2016,2,14,6,6,1,1,0,0,0
2016-02-14,16,1031,2016,2,14,6,6,1,1,0,0,0
2016-02-14,17,1564,2016,2,14,6,6,1,1,0,0,0
2016-02-14,18,1265,2016,2,14,6,6,1,1,0,0,0
2016-02-14,19,1244,2016,2,14,6,6,1,1,0,0,0
2016-02-14,20,2187,2016,2,14,6,6,1,1,0,0,0
2016-02-14,21,1436,2016,2,14,6,6,1,1,0,0,0
2016-02-14,22,749,2016,2,14,6,6,1,1,0,0,0
2016-02-14,23,1029,2016,2,14,6,6,1,1,0,0,0
2016-02-14,24,1895,2016,2,14,6,6,1,1,0,0,0
2016-02-14,25,952,2016,2,14,6,6,1,1,0,0,0
2016-02-14,26,641,2016,2,14,6,6,1,1,0,0,0
2016-02-14,27,1796,2016,2,14,6,6,1,1,0,0,0
2016-02-14,28,1514,2016,2,14,6,6,1,1,0,0,0
2016-02-14,29,1275,2016,2,14,6,6,1,1,0,0,0
2016-02-14,30,669,2016,2,14,6,6,1,1,0,0,0
2016-02-14,31,1734,2016,2,14,6,6,1,1,0,0,0
2016-02-14,32,737,2016,2,14,6,6,1,1,0,0,0
2016-02-14,33,1079,2016,2,14,6,6,1,1,0,0,0
2016-02-14,34,2333,2016,2,14,6,6,1,1,0,0,0
2016-02-14,35,745,2016,2,14,6,6,1,1,0,0,0
2016-02-14,36,1203,2016,2,14,6,6,1,1,0,0,0
2016-02-14,37,1210,2016,2,14,6,6,1,1,0,0,0
2016-02-14,38,2163,2016,2,14,6,6,1,1,0,0,0
2016-02-14,39,1649,2016,2,14,6,6,1,1,0,0,0
2016-02-14,40,1217,2016,2,14,6,6,1,1,0,0,0
2016-02-14,41,1411,2016,2,14,6,6,1,1,0,0,0
2016-02-14,42,1263,2016,2,14,6,6,1,1,0,0,0
2016-02-14,43,1373,2016,2,14,6,6,1,1,0,0,0
2016-02-14,44,5131,2016,2,14,6,6,1,1,0,0,0
2016-02-14,45,4530,2016,2,14,6,6,1,1,0,0,0
2016-02-14,46,4865,2016,2,14,6,6,1,1,0,0,0
2016-02-14,47,5051,2016,2,14,6,6,1,1,0,0,0
2016-02-14,48,4522,2016,2,14,6,6,1,1,0,0,0
2016-02-14,49,3504,2016,2,14,6,6,1,1,0,0,0
2016-02-14,50,3318,2016,2,14,6,6,1,1,0,0,0
2016-02-14,51,1806,2016,2,14,6,6,1,1,0,0,0
2016-02-14,53,1194,2016,2,14,6,6,1,1,0,0,0
2016-02-14,54,1103,2016,2,14,6,6,1,1,0,0,0
2016-02-15,1,1810,2016,2,15,0,7,0,1,0,0,0
2016-02-15,2,1865,2016,2,15,0,7,0,1,0,0,0
2016-02-15,3,3081,2016,2,15,0,7,0,1,0,0,0
2016-02-15,4,1431,2016,2,15,0,7,0,1,0,0,0
2016-02-15,5,1287,2016,2,15,0,7,0,1,0,0,0
2016-02-15,6,1732,2016,2,15,0,7,0,1,0,0,0
2016-02-15,7,1862,2016,2,15,0,7,0,1,0,0,0
2016-02-15,8,2679,2016,2,15,0,7,0,1,0,0,0
2016-02-15,9,2148,2016,2,15,0,7,0,1,0,0,0
2016-02-15,10,989,2016,2,15,0,7,0,1,0,0,0
2016-02-15,11,2326,2016,2,15,0,7,0,1,0,0,0
2016-02-15,12,1277,2016,2,15,0,7,0,1,0,0,0
2016-02-15,13,929,2016,2,15,0,7,0,1,0,0,0
2016-02-15,14,1468,2016,2,15,0,7,0,1,0,0,0
2016-02-15,15,1486,2016,2,15,0,7,0,1,0,0,0
2016-02-15,16,745,2016,2,15,0,7,0,1,0,0,0
2016-02-15,17,1441,2016,2,15,0,7,0,1,0,0,0
2016-02-15,18,1288,2016,2,15,0,7,0,1,0,0,0
2016-02-15,19,1330,2016,2,15,0,7,0,1,0,0,0
2016-02-15,20,1368,2016,2,15,0,7,0,1,0,0,0
2016-02-15,21,939,2016,2,15,0,7,0,1,0,0,0
2016-02-15,22,699,2016,2,15,0,7,0,1,0,0,0
2016-02-15,23,937,2016,2,15,0,7,0,1,0,0,0
2016-02-15,24,2236,2016,2,15,0,7,0,1,0,0,0
2016-02-15,25,783,2016,2,15,0,7,0,1,0,0,0
2016-02-15,26,499,2016,2,15,0,7,0,1,0,0,0
2016-02-15,27,1422,2016,2,15,0,7,0,1,0,0,0
2016-02-15,28,1105,2016,2,15,0,7,0,1,0,0,0
2016-02-15,29,1000,2016,2,15,0,7,0,1,0,0,0
2016-02-15,30,698,2016,2,15,0,7,0,1,0,0,0
2016-02-15,31,1356,2016,2,15,0,7,0,1,0,0,0
2016-02-15,32,708,2016,2,15,0,7,0,1,0,0,0
2016-02-15,33,1048,2016,2,15,0,7,0,1,0,0,0
2016-02-15,34,2252,2016,2,15,0,7,0,1,0,0,0
2016-02-15,35,757,2016,2,15,0,7,0,1,0,0,0
2016-02-15,36,1156,2016,2,15,0,7,0,1,0,0,0
2016-02-15,37,1464,2016,2,15,0,7,0,1,0,0,0
2016-02-15,38,1358,2016,2,15,0,7,0,1,0,0,0
2016-02-15,39,1382,2016,2,15,0,7,0,1,0,0,0
2016-02-15,40,1462,2016,2,15,0,7,0,1,0,0,0
2016-02-15,41,1031,2016,2,15,0,7,0,1,0,0,0
2016-02-15,42,1001,2016,2,15,0,7,0,1,0,0,0
2016-02-15,43,1315,2016,2,15,0,7,0,1,0,0,0
2016-02-15,44,3819,2016,2,15,0,7,0,1,0,0,0
2016-02-15,45,3428,2016,2,15,0,7,0,1,0,0,0
2016-02-15,46,3020,2016,2,15,0,7,0,1,0,0,0
2016-02-15,47,3468,2016,2,15,0,7,0,1,0,0,0
2016-02-15,48,2475,2016,2,15,0,7,0,1,0,0,0
2016-02-15,49,2629,2016,2,15,0,7,0,1,0,0,0
2016-02-15,50,2099,2016,2,15,0,7,0,1,0,0,0
2016-02-15,51,1485,2016,2,15,0,7,0,1,0,0,0
2016-02-15,53,899,2016,2,15,0,7,0,1,0,0,0
2016-02-15,54,821,2016,2,15,0,7,0,1,0,0,0
2016-02-16,1,1671,2016,2,16,1,7,0,1,0,0,0
2016-02-16,2,1887,2016,2,16,1,7,0,1,0,0,0
2016-02-16,3,2795,2016,2,16,1,7,0,1,0,0,0
2016-02-16,4,1369,2016,2,16,1,7,0,1,0,0,0
2016-02-16,5,1280,2016,2,16,1,7,0,1,0,0,0
2016-02-16,6,1662,2016,2,16,1,7,0,1,0,0,0
2016-02-16,7,1759,2016,2,16,1,7,0,1,0,0,0
2016-02-16,8,2528,2016,2,16,1,7,0,1,0,0,0
2016-02-16,9,2103,2016,2,16,1,7,0,1,0,0,0
2016-02-16,10,999,2016,2,16,1,7,0,1,0,0,0
2016-02-16,11,2288,2016,2,16,1,7,0,1,0,0,0
2016-02-16,12,1207,2016,2,16,1,7,0,1,0,0,0
2016-02-16,13,836,2016,2,16,1,7,0,1,0,0,0
2016-02-16,14,1292,2016,2,16,1,7,0,1,0,0,0
2016-02-16,15,1429,2016,2,16,1,7,0,1,0,0,0
2016-02-16,16,821,2016,2,16,1,7,0,1,0,0,0
2016-02-16,17,1334,2016,2,16,1,7,0,1,0,0,0
2016-02-16,18,1310,2016,2,16,1,7,0,1,0,0,0
2016-02-16,19,1129,2016,2,16,1,7,0,1,0,0,0
2016-02-16,20,1312,2016,2,16,1,7,0,1,0,0,0
2016-02-16,21,903,2016,2,16,1,7,0,1,0,0,0
2016-02-16,22,653,2016,2,16,1,7,0,1,0,0,0
2016-02-16,23,988,2016,2,16,1,7,0,1,0,0,0
2016-02-16,24,2209,2016,2,16,1,7,0,1,0,0,0
2016-02-16,25,773,2016,2,16,1,7,0,1,0,0,0
2016-02-16,26,602,2016,2,16,1,7,0,1,0,0,0
2016-02-16,27,1427,2016,2,16,1,7,0,1,0,0,0
2016-02-16,28,1320,2016,2,16,1,7,0,1,0,0,0
2016-02-16,29,1243,2016,2,16,1,7,0,1,0,0,0
2016-02-16,30,777,2016,2,16,1,7,0,1,0,0,0
2016-02-16,31,1427,2016,2,16,1,7,0,1,0,0,0
2016-02-16,32,738,2016,2,16,1,7,0,1,0,0,0
2016-02-16,33,1059,2016,2,16,1,7,0,1,0,0,0
2016-02-16,34,2224,2016,2,16,1,7,0,1,0,0,0
2016-02-16,35,861,2016,2,16,1,7,0,1,0,0,0
2016-02-16,36,1239,2016,2,16,1,7,0,1,0,0,0
2016-02-16,37,1445,2016,2,16,1,7,0,1,0,0,0
2016-02-16,38,1289,2016,2,16,1,7,0,1,0,0,0
2016-02-16,39,1424,2016,2,16,1,7,0,1,0,0,0
2016-02-16,40,1532,2016,2,16,1,7,0,1,0,0,0
2016-02-16,41,981,2016,2,16,1,7,0,1,0,0,0
2016-02-16,42,913,2016,2,16,1,7,0,1,0,0,0
2016-02-16,43,1237,2016,2,16,1,7,0,1,0,0,0
2016-02-16,44,3793,2016,2,16,1,7,0,1,0,0,0
2016-02-16,45,3037,2016,2,16,1,7,0,1,0,0,0
2016-02-16,46,2759,2016,2,16,1,7,0,1,0,0,0
2016-02-16,47,3305,2016,2,16,1,7,0,1,0,0,0
2016-02-16,48,2356,2016,2,16,1,7,0,1,0,0,0
2016-02-16,49,2468,2016,2,16,1,7,0,1,0,0,0
2016-02-16,50,2122,2016,2,16,1,7,0,1,0,0,0
2016-02-16,51,1570,2016,2,16,1,7,0,1,0,0,0
2016-02-16,53,764,2016,2,16,1,7,0,1,0,0,0
2016-02-16,54,743,2016,2,16,1,7,0,1,0,0,0
2016-02-17,1,1888,2016,2,17,2,7,0,1,0,0,0
2016-02-17,2,2013,2016,2,17,2,7,0,1,0,0,0
2016-02-17,3,3101,2016,2,17,2,7,0,1,0,0,0
2016-02-17,4,1457,2016,2,17,2,7,0,1,0,0,0
2016-02-17,5,1290,2016,2,17,2,7,0,1,0,0,0
2016-02-17,6,1791,2016,2,17,2,7,0,1,0,0,0
2016-02-17,7,1971,2016,2,17,2,7,0,1,0,0,0
2016-02-17,8,2766,2016,2,17,2,7,0,1,0,0,0
2016-02-17,9,1773,2016,2,17,2,7,0,1,0,0,0
2016-02-17,10,851,2016,2,17,2,7,0,1,0,0,0
2016-02-17,11,2085,2016,2,17,2,7,0,1,0,0,0
2016-02-17,12,1176,2016,2,17,2,7,0,1,0,0,0
2016-02-17,13,788,2016,2,17,2,7,0,1,0,0,0
2016-02-17,14,1178,2016,2,17,2,7,0,1,0,0,0
2016-02-17,15,1412,2016,2,17,2,7,0,1,0,0,0
2016-02-17,16,753,2016,2,17,2,7,0,1,0,0,0
2016-02-17,17,1228,2016,2,17,2,7,0,1,0,0,0
2016-02-17,18,1139,2016,2,17,2,7,0,1,0,0,0
2016-02-17,19,1067,2016,2,17,2,7,0,1,0,0,0
2016-02-17,20,1251,2016,2,17,2,7,0,1,0,0,0
2016-02-17,21,878,2016,2,17,2,7,0,1,0,0,0
2016-02-17,22,586,2016,2,17,2,7,0,1,0,0,0
2016-02-17,23,1020,2016,2,17,2,7,0,1,0,0,0
2016-02-17,24,2499,2016,2,17,2,7,0,1,0,0,0
2016-02-17,25,884,2016,2,17,2,7,0,1,0,0,0
2016-02-17,26,580,2016,2,17,2,7,0,1,0,0,0
2016-02-17,27,1455,2016,2,17,2,7,0,1,0,0,0
2016-02-17,28,1052,2016,2,17,2,7,0,1,0,0,0
2016-02-17,29,1001,2016,2,17,2,7,0,1,0,0,0
2016-02-17,30,766,2016,2,17,2,7,0,1,0,0,0
2016-02-17,31,1237,2016,2,17,2,7,0,1,0,0,0
2016-02-17,32,687,2016,2,17,2,7,0,1,0,0,0
2016-02-17,33,877,2016,2,17,2,7,0,1,0,0,0
2016-02-17,34,2014,2016,2,17,2,7,0,1,0,0,0
2016-02-17,35,665,2016,2,17,2,7,0,1,0,0,0
2016-02-17,36,1044,2016,2,17,2,7,0,1,0,0,0
2016-02-17,37,1474,2016,2,17,2,7,0,1,0,0,0
2016-02-17,38,1443,2016,2,17,2,7,0,1,0,0,0
2016-02-17,39,1226,2016,2,17,2,7,0,1,0,0,0
2016-02-17,40,1429,2016,2,17,2,7,0,1,0,0,0
2016-02-17,41,1030,2016,2,17,2,7,0,1,0,0,0
2016-02-17,42,951,2016,2,17,2,7,0,1,0,0,0
2016-02-17,43,1123,2016,2,17,2,7,0,1,0,0,0
2016-02-17,44,4115,2016,2,17,2,7,0,1,0,0,0
2016-02-17,45,3310,2016,2,17,2,7,0,1,0,0,0
2016-02-17,46,2919,2016,2,17,2,7,0,1,0,0,0
2016-02-17,47,3516,2016,2,17,2,7,0,1,0,0,0
2016-02-17,48,2363,2016,2,17,2,7,0,1,0,0,0
2016-02-17,49,2638,2016,2,17,2,7,0,1,0,0,0
2016-02-17,50,2024,2016,2,17,2,7,0,1,0,0,0
2016-02-17,51,1646,2016,2,17,2,7,0,1,0,0,0
2016-02-17,53,826,2016,2,17,2,7,0,1,0,0,0
2016-02-17,54,740,2016,2,17,2,7,0,1,0,0,0
2016-02-18,1,1746,2016,2,18,3,7,0,1,0,0,0
2016-02-18,2,1658,2016,2,18,3,7,0,1,0,0,0
2016-02-18,3,2681,2016,2,18,3,7,0,1,0,0,0
2016-02-18,4,1268,2016,2,18,3,7,0,1,0,0,0
2016-02-18,5,1132,2016,2,18,3,7,0,1,0,0,0
2016-02-18,6,1532,2016,2,18,3,7,0,1,0,0,0
2016-02-18,7,1775,2016,2,18,3,7,0,1,0,0,0
2016-02-18,8,2493,2016,2,18,3,7,0,1,0,0,0
2016-02-18,9,1774,2016,2,18,3,7,0,1,0,0,0
2016-02-18,10,827,2016,2,18,3,7,0,1,0,0,0
2016-02-18,11,2053,2016,2,18,3,7,0,1,0,0,0
2016-02-18,12,1194,2016,2,18,3,7,0,1,0,0,0
2016-02-18,13,781,2016,2,18,3,7,0,1,0,0,0
2016-02-18,14,1273,2016,2,18,3,7,0,1,0,0,0
